Shop / Listing,Listing Age (Days),Total Views,Daily Views,Est. Sales,Price,Est. Revenue,Hearts
"prettypumpkin:Tiana Headband, Running Headband, Yoga Headband, Frog Princess Tiana Yoga Headband, Princess Headband, Princess Tiana Headband
running headband, athletic headband, yoga headband, run disney headband, princess headband, princess weekend, disney headband, disney marathon, disney princess, run disney, princess costume, tiana costume, tiana tiara",1403,327,0.2,7,$17.50,$122,26
"prettypumpkin:Elsa Headband, Running Headband, Yoga Headband, Elsa Yoga Headband, Princess Headband, Elsa Headband
running headband, athletic headband, yoga headband, run disney headband, princess headband, princess weekend, disney headband, disney marathon, disney princess, run disney, princess costume, elsa costume, frozen costume",1403,287,0.2,6,$17.50,$105,9
"MGBoutiqueDesigns:COMFY YOGA SET, Yoga set 2-pieces, Training short set, short set+bra, Grey and Blue,Sport set, Set for workout, Cute yoga set, Everyday wear
Yoga set, Yoga Cloths, Blue, Grey, Gift for her, yoga, jogging, comfortable, perfect gift for her, two pieces, casual wearing, stretchy set, Maternity yoga set",981,181,0.2,1,$80.00,$80,3
"KENDIVINE:Women's 2-Pc. Workout Yoga Biker Set (6 Colors)
Yoga, Workout, Fitness, Biker, Dance, Walking, Exercise, Weight Lifting, Fumetti, Foto Novela, Photonovel, Graphic Novel",761,135,0.2,3,$17.00,$51,3
"FashionFindzStudios:CAT SILHOUETTE - Women's Yoga Leggings featuring Buttery Soft Spandex Blend Fabric for Maximum Comfort
yoga leggings, workout leggings, gym leggings, yoga set, cat, high waisted legging, leggings for women, leggings with gusset, stretch leggings, Butter Soft Leggings, spandex waist tights, waist leggings, goldfish leggings",704,119,0.2,1,$43.99,$44,7
"borealisdyes:Yoga Pants and Crop Top Set - 1XL - Geode Ice Dyed
festival clothing, ice dyed, geode tie dye, tie dye clothing, hippie clothing, festival fashion, gift for her, yoga pants, crop top, pink and turquoise, athletic wear, plus size",273,61,0.2,0,$70.00,$0,3
"KnitsKnotsNStitches:Yoga Socks, Dance Socks, Pilates Socks, Barre Socks, Pedicure Socks, Flip Flop Socks, Hand Knit
Fitness, Leg Warmers, pedicure socks, stirrup socks, Ankle Warmers, Flip Flop Socks, Ballet Socks, Barre Socks, Yoga Socks, Dance Socks, Pilates Socks, Ankle Socks, Pastel Stripes",153,35,0.2,0,$26.50,$0,1
"SpiritWestDesigns:Purple Mermaid Scale Leggings, Capris Yoga Pants Shorts, Kids Adult Plus Size Mommy and Me Matching Dance Pants Cosplay Costume 5056
leggings, yoga pants, printed leggings, workout, tights, dance, matching, dance pants, dance costume, cosplay, Plus size leggings, plus size, Shorts",3188,390,0.1,4,$48.00,$192,39
"TheTerrapinStation:Handmade Tie Dye Yoga Pants Knee Length size Small One of a Kind
small tie dye, small tie dye pants, tie dye leggings, medium Tie Dye, tie dye yoga pant, tie dye pants, hippie clothes, gift for Deadhead, handmade tie dye, tie dye clothes, rainbow clothes, rainbow pants, workout pants",2333,338,0.1,3,$55.00,$165,12
"SpiritWestDesigns:Orange Chevron Zig Zag Leggings | Yoga | Capris  Shorts | Adult Kids | Men's Leggings  | Plus Size | Cosplay Dance Running Costume  5029
leggings, yoga pants, yoga, zig zag, orange, capris, orange chevron, kids leggings, childrens leggings, chevron dance pants, dance pants, meggings, mens leggings",3225,319,0.1,3,$48.00,$144,26
"BlissedYogawear:Birds of paradise yoga leggings-yoga leggings yogawear activewear leggings women's yoga pants women's yoga leggings grey leggings yoga pants
Yoga leggings, Leggings, Women's yogawear, Women's yoga pants, Women's activewear, Activewear, Gym, Tropical, Tropical leggings",2790,252,0.1,2,$69.00,$138,9
"Etrenspire:Cotton Candy Sports Bra | Yoga Bra | Women's Fitness Tops | Gymwear
sports bra, athleisure, activewear, fitness, padded sports bra, running bra, fitness bra, workout bra, athliesurewear, womens fitness, cotton candy, women yoga bra, designer sports bra",1819,267,0.1,2,$59.99,$120,30
"Etrenspire:Teal Camo Leggings | Women's Leggings | Yoga Pants | Gymwear | Workout Gear | High Waist Leggings  | Yoga Leggings  | Colorful Tights
workout leggings, fitness leggings, yoga pants, activewear, athleisure, leggings for women, womens fitness, cute leggings, camo leggings, women yoga leggings, women activewear, plus size, yoga capri",1813,269,0.1,3,$39.99,$120,32
"FearlessbySamantha:Beautiful Pink Lush Yoga Shorts
yoga pink short, pink yoga shorts, beautiful yoga short, running shorts, tennis shorts, basketball shorts, exercise shorts, volleyball shorts, tennis yoga shorts, running yoga shorts, biking shorts, women yoga shorts, women yoga pants",1800,247,0.1,4,$25.99,$104,9
"FearlessbySamantha:Rainbow Smoke Women Yoga Shorts
yoga, yoga shorts, running shorts, cheerleading, biking shorts, exercise shorts, women yoga shorts, unisex yoga pants, colorful yoga shorts, colorful cutoffs, women shorts, adult shorts, adult colorful yoga",1801,213,0.1,4,$24.99,$100,20
"MeepleMerch:Meeple Yoga Leggings
meeple, meeples, yoga, leggings, yoga pants, exercise pants, stretchy, comfortable, board game, boardgame, colorful, work out, fitness",1936,233,0.1,2,$49.98,$100,12
"FearlessbySamantha:Red and Ivory Rose Yoga Shorts
rose yoga shorts, red and ivory shorts, rose yoga, rose yoga short, women yoga shorts",1799,240,0.1,4,$24.99,$100,2
"OffTheHookbyJulie:Winter Flowers Crocheted Yoga/Pilates/Dance/Pedicure/Flip Flop/Spa Socks (THICK-AVERAGE SIZE)
yoga socks, flip flop socks, pedicure socks, PiYo socks, pilates socks, gymnastics socks, birthday gift, dance socks, toeless socks, no toe socks, gift ideas, woman's gift ideas, casual socks",2270,249,0.1,5,$19.00,$95,15
"TheTerrapinStation:Handmade Tie Dye Yoga Pants 3XL XXXL Rainbow Tie Dye Pants One of a Kind
3xl tie dye, 2xl tie dye, 3xl tie dye pants, plus size tie dye, 3xl yoga, XXXL tie dye, rainbow pants, rainbow clothes, handmade tie dye, tie dye pants, tie dye clothes",2320,221,0.1,1,$65.00,$65,4
"JeylaFashions:Made in America Bayside - Women's USA-Made Yoga Pants - 9050 Custom Tshirt with Vinyl or Glitter Print  Made in USA
made in usa, made in the usa, american made, made in america, custom bayside, custom yoga pants, made in usa yoga, made in usa pants, made in america yoga, made in america pant, yoga pants, customized yoga, customized pants",1522,176,0.1,2,$30.98,$62,4
"MatBeast:Cat Womens Leggings Yoga Pants Spats for MMA Jiu Jitsu Martial Arts Fitness Workout Compression Clothes Leggings
Jiu Jitsu, MMA, UFC, Martial Arts, Kickboxing, Yoga, Spats, Leggings, Cat Workout Clothes, Cat Clothing, Cat Leggings, Cat Yoga Pants, Cat Pants",1501,206,0.1,1,$60.00,$60,10
"JessieJessupApparel:Starfish swim leggings and beachwear, sup clothing, yoga leggings for the ocean and water, Surfing, scuba diving, paddleboard yoga
Yoga leggings, Sup clothing, Paddleboard clothing, Swim leggings, Surf leggings, Yoga pants, Yoga legging, ocean, water, yoga, Paddleboard yoga, sup, surfing",2505,157,0.1,1,$59.99,$60,8
"CeleskyDesigns:Mens Yoga Pants Rainbow Sacred Geometry man Yoga Leggings geometric legging spiritual yoga pants black leggings colorful pants spandex
mens yoga pants, yoga pants, spandex, yogi, men, man, mans, yoga pant, fitness, mens leggings, leggings, sacred geometry, colorful",1908,192,0.1,1,$59.99,$60,9
"BerryJaneUSA:Vintage 70s Stripe Swim Sports Bra - Yoga, Gym, Swim, SUP, Surf
yoga sports bra, sports bras, vintage style, 70s style, activewear, Berry Jane, Made in USA, sportwear, yoga, cross fit, SUP, Surf, Teen sport bras",1672,167,0.1,1,$59.00,$59,9
"OffTheHookbyJulie:Saturday Blue Jeans Ombre Crocheted Yoga/Pilates/Dance/Pedicure/Flip Flop/Spa Socks (THICK-AVERAGE SIZE)
yoga socks, flip flop socks, pilates socks, gymnastics socks, PiYo socks, dance socks, pedicure socks, gift ideas, casual socks, woman gift idea, birthday gift idea, toeless sock, no toe socks",2260,149,0.1,3,$19.00,$57,10
"AreaFIslandClothing:Mandala Artistic Print Yoga Pilates Padded Sports Bra - Padded Sports Bra
mandala sports bra, yoga bra, padded yoga bra, mandala artistic, mandala bra, pilates bra, mandala pilates bra, mandala yoga bra",1203,145,0.1,1,$54.00,$54,19
"BigTexFunkadelic:Teal and Pink Psychedelic Melt Rave Ready Yoga Shorts w/ Inside Pocket
psychedelic, bigtexfunkadelic, all over print, yoga shorts, high waisted, short with pockets, rave shorts, abstract, fluid art, teal pink and black, booty shorts",1432,94,0.1,1,$38.99,$39,14
"BigTexFunkadelic:Pink and Black Graffiti Paint Splatter Yoga Shorts w/ Inside Pocket
bigtexfunkadelic, edm, abstract, graffiti, street art, rave, edc, pink and black, yoga shorts, rave outfit",1081,119,0.1,1,$38.99,$39,20
"BandBEstate:Peacock bird feather illustration colorful feathers print black Yoga Sports bra crop top
black yoga shirt top, bralette crop top, peacock feather bra, trendy graphic, gym sports bra, boho bohemian style, design aesthetic, festival hippy, hippie swirl feather, tiktok tik tok, bird animal, Art nouveau deco, summer",1190,83,0.1,1,$38.00,$38,6
"NinosUniqueStyles:Kiss Patterned Longline sports bra | Lingerie for women | Fitness bra | Plus Size sport bra | Active wear for women | Yoga Bra | Yoga top
fitness bra, gym bra, workout bra, active wear, fitness top, gym clothes, lingerie, plus size sport bra, running bra, yoga top, athletic clothing, athletic crop top, best sport bra",1203,85,0.1,1,$25.00,$25,8
"BigSisterSisterhood:Tie Dye Women's Bike Yoga Shorts | High Waist Waffle Knit Running Shorts in Tie-Dye
womens bike shorts, tie dye yoga shorts, colorful yoga shorts, womens gym shorts, workout shorts women, high waist shorts, spandex shorts, Knee Length Shorts, tie dye biker shorts, tie dye loungewear, tie dye athleisure, workout clothing, running shorts women",920,56,0.1,1,$22.99,$23,4
"JapanFinestHandmade:Yoga Mat Non Slip Exercise & Workout Mat with Carrying Strap, Fitness Gift, Gift for Her, Valentine's Gift, Christmas Present, Birthday Gift
Yoga Mat, Gift for Yogis, Gift for Yogi, Gift for Gym Buff, Pilates Mat, Home Gym, Yoga Gift, Gift for Her, Fitness Gift, Valentine's Gift, Gift for Moms, Sports and Fitness, Mother's Day Gift",1164,72,0.1,1,$22.94,$23,7
"BecomeWellthy:I SPY Jar 20 oz Seek and Find-Yoga Edition
Sensory Jar, Kid's Game, I SPY, Birthday Present, Yoga, Calm Down, 20 ounce, Exercise, Mental Health, Kids, Kids Activity",740,67,0.1,1,$10.00,$10,0
"YogaPhotoMats:Hermosa Beach Pier| Custom Printed Yoga Mat | Great Gift | Motivational | Personalize | High Quality | Beach Yoga |Ships Within 24 Hrs !
yoga, yoga mat, custom yoga mat, eco friendly, create your own, Personalized yoga, yoga gifts, Logo Yoga Mat, Design Your Own Mat, Photo Yoga Mat, Hermosa Beach, Pier, California Yoga",1586,125,0.1,0,$79.99,$0,3
"USstudioDesigns:Yoga Mat gift for her birthday gift nature lover garden lover gift flower pattern funny mom gift personalized yoga mat
gift for mom, birthday gift, nature lover gift, garden lover gift, gift for her, flower pattern, coffee lover gift, friendship gift, boss gift, funny mom gift, personalized gift, yoga mat gift, custom yoga mat",711,39,0.1,0,$14.00,$0,0
"KintsugiApparelCo:Black Onyx Dragon Scale Yoga Pants, Dragon Scale Armor Leggings, Dragon Scale Pattern Pants, Dragon Skin, Dragon Scalemail, Dragon Lover
dragon scale, dragon yoga pants, dragon scale pattern, dragon scale armor, dragon scale print, dragon leggings, dragon skin, dragon pattern, black dragon scale, dragon scale pants, dragon scale mail, japanese dragon, dragon scale texture",464,48,0.1,0,$41.99,$0,1
"KnitsKnotsNStitches:Yoga Socks, Dance Socks, Pilates Socks, Barre Socks, Pedicure Socks, Flip Flop Socks, Hand Knit Socks
Fitness, Leg Warmers, pedicure socks, stirrup socks, Ankle Warmers, Flip Flop Socks, Ballet Socks, Barre Socks, Yoga Socks, Dance Socks, Pilates Socks, Ankle Socks, Stripes Blue Brown",153,19,0.1,0,$26.50,$0,1
"DyeWaxDye:Women’s Batik Yoga Pants, Tie Dye Yoga Pants, Octopus Yoga Pants, Size 2XL
Batik, Tie Dye, Womens Batik, Womens Tie Dye, Batik Yoga, Batik Pants, Octopus Yoga Pants, Festival Pants, Womens Festival, Batik Yoga Pants, Batik Festival, Batik Octopus, Tie Dye Yoga",1440,172,0.1,0,$125.00,$0,4
"StrapLab:Yoga mat carrying straps, yoga mat carrier and stretching strap, yoga accessories
yoga, mat straps, fitness, stretching straps, personalized gifts, yoga accessories",1902,103,0.1,0,$25.00,$0,0
"BlissedYogawear:Watermelon yoga leggings yoga pants cute leggings women's yoga pants women's yoga leggings gym womens workout yoga pants yoga leggings
Yoga leggings, Yoga pants, Womens, Women's yoga legging, Women's leggings, Yoga, Workout, Gym, Fitness, Watermelon, Fruit leggings, Fruit yoga pants, womens activewear",2592,122,0,1,$69.00,$69,4
"CarrotCreations:Yoga Socks in Neon Pink Acrylic -- for Dance, Yoga, Pedicures, Pilates.
belly dance, Pilates, yoga socks, pedicure socks, ankle support, barefoot socks, flip flop socks, neon socks, fibromyalgia, arthritis, tendinitis, yoga teacher, Hatha yoga",4316,113,0,2,$16.50,$33,12
"CampMuscle:Women's Tie Dye Leggings Yoga Tights Workout Fitness Activewear Gym
leggings, tights, workout, training, exercise, activewear, yoga, tie dye, tye dye, tie dye leggings",1234,54,0,1,$24.95,$25,5
"KBcandy:Customize Your Own Yoga Mat | 24″×68″
Yoga mat, yoga, meditating, exercise, active wear, workout equipment, pilates, workout mat, workout clothes, workout accessories, rug, work mat",665,20,0,0,$61.00,$0,2
"Sottobosco:Sports bra yoga tops magic forest
yoga, pilates, sports bra, forest, art, whimsical, silvia gallini",1250,39,0,0,$58.00,$0,1
"ChakraArtandDesign:Crown™ (violet chakra) Unique, Artistic, Spiritual PERSONALIZED Yoga mat
Yoga mat, meditation, Chakra's, fitness, lifestyle, exercise, Christmas gift, Mother's day gift, Birthday gift, Wedding gift, beautiful art, Personalized, Personalize",2139,8,0,0,$79.99,$0,2
"HausByShay:Camo Yoga mat
yoga mat, custom yoga mat, gifts for him, gifts for her, yoga gear, colorful yoga mat, rubber yoga mat, microsuede yoga mat, 61cm x 173cm mat, anti slip yoga mat, camo yoga mat, camo print, customizable mat",479,21,0,0,$74.50,$0,0
"Keilaecreations:wellness, advanced yoga gift set
yoga, yoga giftset, water bottle, yoga cards, diffuser, yoga mat, yoga gear, yoga bag, gift for her, gift for him, work out, exercise gift, pink",790,12,0,0,$12.00,$0,0
"AreaFIslandClothing:Mandala Sport Print Yoga Pilates Padded Sports Bra - Padded Sports Bra
mandala sports bra, yoga bra, padded yoga bra, mandala artistic, mandala bra, pilates bra, mandala pilates bra, mandala yoga bra",1203,23,0,0,$54.00,$0,4
"TotemaActive:Yoga Leggings Neon Leopard pattern print / Yogawear / Activewear / Spandex squat approved Yoga tights with hidden pocket
new collection, leggings 2021, fashion tights, adidas, nike leggings, neon print, leopard pattern, artistic print, artistic pattern, yoga tights, hidden pocket, spandex, asymmetrical",1505,27,0,0,$60.00,$0,2
"normalgoodz:Yoga Sports Bra, Sacred Geometry Top, Flower of Life Top, Psychedelic Workout Bra, Flow Art Festival Top, Padded Yoga Bra, Exercise Apparel
Yoga Sports Bra, Yoga Top, Workout Top, Sacred Geometry, Flower of Life, Geometric, Psychedelic Top, Psychedelic Bra, Festival Top, Flow Art, Yoga Gift, Yoga Clothing, workout bra",1222,40,0,0,$54.00,$0,6
"SaturatedStyleTieDye:Ice dye large ladies cotton yoga pants just below knee in blue and purple. Soft, stretchy, and comfortable
tie dye yoga pants, ice dye yoga pants, large yoga pants, colorful yoga pants, ladies large yoga, boho yoga pants, purple yoga pants, blue yoga pants, tie dye yoga, ice dye yoga, boho yoga, comfortable yoga, cotton yoga pants",1768,77,0,0,$49.00,$0,7
"GeekFitAthletics:Boom Splat Yoga Shorts
Comic, Nerd, Geek, Fit, Workout, Gym, Weight Lifting, Pop Art, Yoga, Leisure Wear",1411,13,0,0,$35.50,$0,1
"PureNicoletta:Sport BH met vulling 'leaf' yoga & meditatie
yoga, relax, meditatie, sport, sportbh, yogabh, yoga bh",600,4,0,0,$65.04,$0,0
"DivinelyTaylored:Women's Yoga Shorts Tie-Dye Shorts Biker Shorts Athletic Shorts Sports Apparel Exercise Shorts Workout Shorts Gifts for Her
tie-dye shorts, women's yoga shorts, biker shorts, gifts for her, athletic shorts, sports apparel, exercise shorts, workout shorts, workout gear, shorts bottoms, women's shorts, casual shorts, stretch pants",1326,20,0,0,$30.00,$0,0
"ThatXpression:New Orleans Gym Fitness Yoga Sports Bra by ThatXpression
saints sports bra, new orleans bra, yoga sport bra, who dat bra, fitness bra, gym bra",1631,41,0,0,$33.99,$0,2
"ChakraArtandDesign:Aura™ (magenta chakra) Unique, Artistic, Spiritual PERSONALIZED Yoga mat
Chakra Art, yoga mats, healthy, living art, Christmas gift, Mother's day gift, Birthday gift, Wedding gift, fitness, exercise, personalized",2139,32,0,0,$79.99,$0,2
"BlissedYogawear:White Python yoga leggings yoga pants heart leggings women's yoga pants women's yoga leggings gym workout yoga pants yoga leggings
Yoga leggings, Yoga pants, Womens, Women's yoga legging, Women's leggings, Yoga, Workout, Gym, Fitness, womens activewear, Camouflage, Camo yoga, Pink camo",1816,30,0,0,$69.00,$0,1
"AreaFIslandClothing:Mandala Neon Artistic Print Yoga Pilates Padded Sports Bra - Padded Sports Bra
mandala sports bra, yoga bra, padded yoga bra, mandala artistic, mandala bra, pilates bra, mandala pilates bra, mandala yoga bra",1203,16,0,0,$54.00,$0,8
"TotemaActive:Ombre Coral yoga leggings | luxurious pink boho tights for gym, pilates, hiking, running, tribal fusion | modern trendy fashion leggings
ombre leggings, ombre yoga leggings, modern ombre pants, pink yoga leggings, pilates leggings, gym tights, trendy leggings, floral design, designer leggings, floral leggings, running leggings, jogging, yoga tights",2157,23,0,0,$62.00,$0,4
"ButterflySpoonie:Zebra Ribbon Wonderfully Made Yoga Shorts, Ehlers Danlos Shorts, EDS Yoga Shorts, Carcinoid Tumor Shorts, Psalm 139:14
Mckenziecolellc, Awareness Gifts, Awareness yoga short, yoga shorts, ehlers danlos, EDS yoga shorts, carcinoid tumor, zebra ribbon, zebra awareness, EDS gift, Wonderfully made, Psalm 139 14, Butterfly Spoons",1034,14,0,0,$33.50,$0,0
"LindsayHopeDesigns:Sunset tank top, meditation shirt, yoga shirt, mom gift, silhouette, yoga gifts, yoga lover, yoga poses, yoga teacher, Mudra,
muscle tank top, meditation shirt, yoga tank top, sunset, silhouette, yoga gifts, yoga lover, yoga poses, yoga shirt, flowy shirt, womens shirt, yoga teacher, lightweight",726,15,0,0,$24.99,$0,0
